timestamp,price
2025-05-17 20:18:43.792577,103162
2025-05-17 20:19:44.117528,103165
2025-05-17 20:20:44.967220,103167
2025-05-17 20:21:44.118127,103169
2025-05-17 20:22:44.377754,103159
2025-05-17 20:23:46.620821,103162
2025-05-17 20:24:44.474869,103162
2025-05-17 20:25:46.277737,103164
2025-05-17 20:26:44.078127,103165
2025-05-17 20:27:45.176213,103162
2025-05-17 20:28:44.126604,103156
2025-05-17 20:29:44.134992,103156
2025-05-17 20:30:44.135200,103153
2025-05-17 20:31:44.430870,103151
2025-05-17 20:32:44.083366,103150
2025-05-17 20:33:44.183474,103161
2025-05-17 20:34:44.088642,103163
2025-05-17 20:35:44.349630,103165
2025-05-17 20:36:44.087150,103169
2025-05-17 20:37:44.293292,103171
2025-05-17 20:38:44.104407,103171
2025-05-17 20:39:44.290598,103171
2025-05-17 20:40:44.592347,103175
2025-05-17 20:41:44.742719,103176
2025-05-17 20:42:46.496277,103179
2025-05-17 20:43:44.744700,103197
2025-05-17 20:44:44.295576,103198
2025-05-17 20:45:44.398194,103200
2025-05-17 20:46:44.150268,103200
2025-05-17 20:47:44.150856,103203
2025-05-17 20:48:44.150942,103205
2025-05-17 20:49:44.352737,103205
2025-05-17 20:50:44.154590,103205
2025-05-17 20:51:44.155763,103209
2025-05-17 20:52:44.113089,103212
2025-05-17 20:53:44.091160,103220
2025-05-17 20:54:44.158973,103232
2025-05-17 20:55:44.160460,103237
2025-05-17 22:59:49.649108,103049
2025-05-17 23:00:49.927691,103059
2025-05-17 23:01:52.562832,103055
2025-05-17 23:02:50.260044,103058
2025-05-17 23:05:35.253086,103052
2025-05-17 23:06:36.101198,103055
2025-05-17 23:07:36.098741,103059
2025-05-17 23:08:36.148700,103059
2025-05-17 23:09:36.246653,103047
2025-05-17 23:10:36.097882,103046
2025-05-17 23:11:36.117592,103046
2025-05-17 23:12:36.099573,103062
2025-05-17 23:13:36.086235,103070
2025-05-17 23:14:36.100246,103083
2025-05-17 23:15:36.093790,103087
2025-05-17 23:16:36.105253,103097
2025-05-17 23:17:36.099060,103099
2025-05-17 23:18:36.096739,103099
2025-05-17 23:19:36.111585,103100
2025-05-17 23:20:36.127223,103105
2025-05-17 23:21:36.254479,103106
2025-05-17 23:22:36.202137,103107
2025-05-17 23:23:36.356785,103107
2025-05-17 23:24:36.128622,103116
2025-05-17 23:25:36.107169,103125
2025-05-17 23:26:36.119688,103130
2025-05-17 23:27:36.116174,103130
2025-05-17 23:28:36.108916,103130
2025-05-17 23:29:36.114065,103133
2025-05-17 23:30:36.118030,103139
2025-05-17 23:31:36.122362,103141
2025-05-17 23:32:36.124362,103145
2025-05-17 23:33:36.128390,103146
2025-05-17 23:34:36.141426,103153
2025-05-17 23:35:36.154030,103154
2025-05-17 23:36:36.134564,103160
2025-05-17 23:37:36.148226,103162
2025-05-17 23:38:36.331377,103161
2025-05-17 23:39:36.478381,103163
2025-05-17 23:40:36.470138,103164
2025-05-17 23:41:36.916777,103172
2025-05-17 23:42:36.418929,103176
2025-05-17 23:43:36.451702,103182
2025-05-17 23:44:36.879677,103185
2025-05-17 23:45:36.823706,103187
2025-05-17 23:46:36.889355,103186
2025-05-17 23:47:36.149222,103187
2025-05-17 23:48:36.145863,103192
2025-05-17 23:49:36.163742,103191
2025-05-17 23:50:36.148078,103196
2025-05-17 23:51:36.154352,103200
2025-05-17 23:52:36.154168,103206
2025-05-17 23:53:36.158598,103211
2025-05-17 23:54:36.176764,103211
2025-05-17 23:55:36.158401,103210
2025-05-17 23:56:36.158158,103212
2025-05-17 23:57:36.162133,103211
2025-05-17 23:58:36.174935,103207
