timestamp,predicted_price
2025-05-17 11:56:58.828318,103417.63458187021
2025-05-17 12:56:58.828318,103450.49724921978
2025-05-17 13:56:58.828318,103876.58652381047
2025-05-17 14:56:58.828318,104120.25269668551
2025-05-17 15:56:58.828318,104339.03333064349
2025-05-17 16:56:58.828318,104568.116473396
2025-05-17 17:56:58.828318,104913.94136932021
2025-05-17 18:56:58.828318,105400.12060708014
2025-05-17 19:56:58.828318,105901.9695290496
2025-05-17 20:56:58.828318,106624.75406710498
2025-05-17 21:56:58.828318,106907.27073823246
2025-05-17 22:56:58.828318,107232.74571278835
2025-05-17 23:56:58.828318,107792.39426910983
2025-05-18 00:56:58.828318,108506.07751961557
2025-05-18 01:56:58.828318,109258.80542832069
2025-05-18 02:56:58.828318,109733.10722901784
2025-05-18 03:56:58.828318,109780.50440147668
2025-05-18 04:56:58.828318,110202.69063000502
2025-05-18 05:56:58.828318,110772.65739996996
2025-05-18 06:56:58.828318,111214.20151780963
2025-05-18 07:56:58.828318,111722.81791709173
2025-05-18 08:56:58.828318,112299.0915207683
2025-05-18 09:56:58.828318,112536.80097952377
2025-05-18 10:56:58.828318,112649.96511371249
2025-05-18 11:56:58.828318,112604.7337988322
2025-05-18 12:56:58.828318,112391.84924753796
2025-05-18 13:56:58.828318,112063.63800345728
2025-05-18 14:56:58.828318,111865.63906254599
2025-05-18 15:56:58.828318,111956.23661066689
2025-05-18 16:56:58.828318,111917.52703815285
2025-05-18 17:56:58.828318,111591.54958558646
2025-05-18 18:56:58.828318,111761.63727197004
2025-05-18 19:56:58.828318,111333.98913415967
2025-05-18 20:56:58.828318,111268.13808102944
2025-05-18 21:56:58.828318,111236.70444662639
2025-05-18 22:56:58.828318,110972.94088005462
2025-05-18 23:56:58.828318,110480.30040591274
2025-05-19 00:56:58.828318,110062.76837804847
2025-05-19 01:56:58.828318,109776.27188155384
2025-05-19 02:56:58.828318,109212.27364994737
2025-05-19 03:56:58.828318,108762.58394112866
2025-05-19 04:56:58.828318,108344.25812015559
2025-05-19 05:56:58.828318,108291.5186147577
2025-05-19 06:56:58.828318,108424.37786981852
2025-05-19 07:56:58.828318,108528.230829047
2025-05-19 08:56:58.828318,108754.604883205
2025-05-19 09:56:58.828318,108705.39741523807
2025-05-19 10:56:58.828318,108815.87698583041
2025-05-19 11:56:58.828318,109015.45845377188
2025-05-19 12:56:58.828318,109430.4286761574
2025-05-19 13:56:58.828318,110261.0598006346
2025-05-19 14:56:58.828318,110605.02220124079
2025-05-19 15:56:58.828318,111334.6513681981
2025-05-19 16:56:58.828318,112254.11198336129
2025-05-19 17:56:58.828318,113030.0986710048
2025-05-19 18:56:58.828318,113682.99236419082
2025-05-19 19:56:58.828318,114285.29147354336
2025-05-19 20:56:58.828318,114883.53266002909
2025-05-19 21:56:58.828318,115318.63507781264
2025-05-19 22:56:58.828318,116139.10407683704
2025-05-19 23:56:58.828318,116960.58453334741
2025-05-20 00:56:58.828318,118026.99660881887
2025-05-20 01:56:58.828318,118779.24923643304
2025-05-20 02:56:58.828318,119603.05105667122
2025-05-20 03:56:58.828318,120497.48282024752
2025-05-20 04:56:58.828318,121401.92020012675
2025-05-20 05:56:58.828318,122315.96785820846
2025-05-20 06:56:58.828318,123054.48952032438
2025-05-20 07:56:58.828318,123400.55462523061
2025-05-20 08:56:58.828318,124058.06270864839
2025-05-20 09:56:58.828318,124405.83681123235
2025-05-20 10:56:58.828318,125104.26068429809
2025-05-20 11:56:58.828318,125448.44011341111
2025-05-20 12:56:58.828318,125762.92495049101
2025-05-20 13:56:58.828318,126539.29151092948
2025-05-20 14:56:58.828318,126816.40718708916
2025-05-20 15:56:58.828318,126934.56395707297
2025-05-20 16:56:58.828318,126015.409470453
2025-05-20 17:56:58.828318,126107.809468274
2025-05-20 18:56:58.828318,125743.38394973124
2025-05-20 19:56:58.828318,125842.55712215314
2025-05-20 20:56:58.828318,125513.6399466928
2025-05-20 21:56:58.828318,125421.13051138558
2025-05-20 22:56:58.828318,125478.98705250122
2025-05-20 23:56:58.828318,126261.87124889712
2025-05-21 00:56:58.828318,125805.95490919013
2025-05-21 01:56:58.828318,125696.47788197764
2025-05-21 02:56:58.828318,125261.74136561791
2025-05-21 03:56:58.828318,124967.48090574749
2025-05-21 04:56:58.828318,125211.7137990238
2025-05-21 05:56:58.828318,125024.43758112709
2025-05-21 06:56:58.828318,124666.32528806425
2025-05-21 07:56:58.828318,123259.51859860795
2025-05-21 08:56:58.828318,123647.68991683763
2025-05-21 09:56:58.828318,123868.42586302898
2025-05-21 10:56:58.828318,123937.98430355174
2025-05-21 11:56:58.828318,124304.09732075031
2025-05-21 12:56:58.828318,124565.98830085024
2025-05-21 13:56:58.828318,125432.35704074784
2025-05-21 14:56:58.828318,126225.41060177662
2025-05-21 15:56:58.828318,126873.0279561615
2025-05-21 16:56:58.828318,127894.89375769121
2025-05-21 17:56:58.828318,128938.53347657385
2025-05-21 18:56:58.828318,129628.01305471684
2025-05-21 19:56:58.828318,129863.29604874711
2025-05-21 20:56:58.828318,130978.98659876255
2025-05-21 21:56:58.828318,131735.28252290082
2025-05-21 22:56:58.828318,132678.64354203176
2025-05-21 23:56:58.828318,133708.61279153652
2025-05-22 00:56:58.828318,134830.427110363
2025-05-22 01:56:58.828318,135712.02790876137
2025-05-22 02:56:58.828318,136717.17191330728
2025-05-22 03:56:58.828318,137918.41695697155
2025-05-22 04:56:58.828318,138286.83511849897
2025-05-22 05:56:58.828318,138724.65810468415
2025-05-22 06:56:58.828318,139150.57882572143
2025-05-22 07:56:58.828318,139661.11873130067
2025-05-22 08:56:58.828318,140416.91700012542
2025-05-22 09:56:58.828318,141151.07778583502
2025-05-22 10:56:58.828318,141477.10078299287
2025-05-22 11:56:58.828318,141706.9375207622
2025-05-22 12:56:58.828318,142247.79029251495
2025-05-22 13:56:58.828318,142386.61159639934
2025-05-22 14:56:58.828318,142280.4434498595
2025-05-22 15:56:58.828318,142417.00415795523
2025-05-22 16:56:58.828318,142438.9090793004
2025-05-22 17:56:58.828318,142285.84205640637
2025-05-22 18:56:58.828318,141815.05076842863
2025-05-22 19:56:58.828318,141185.07998656575
2025-05-22 20:56:58.828318,140533.65171162202
2025-05-22 21:56:58.828318,139863.99853009242
2025-05-22 22:56:58.828318,139153.57528741474
2025-05-22 23:56:58.828318,138536.2611484413
2025-05-23 00:56:58.828318,138051.5189207467
2025-05-23 01:56:58.828318,137609.62962139014
2025-05-23 02:56:58.828318,136883.47950457572
2025-05-23 03:56:58.828318,136538.98424473318
2025-05-23 04:56:58.828318,136199.33060842595
2025-05-23 05:56:58.828318,135864.43475876792
2025-05-23 06:56:58.828318,135468.76613444692
2025-05-23 07:56:58.828318,135016.95259070463
2025-05-23 08:56:58.828318,135052.33557233002
2025-05-23 09:56:58.828318,135044.85506915397
2025-05-23 10:56:58.828318,135183.1751404989
2025-05-23 11:56:58.828318,135212.15078197682
2025-05-23 12:56:58.828318,135294.13460290548
2025-05-23 13:56:58.828318,135840.15479932065
2025-05-23 14:56:58.828318,136871.92427289818
2025-05-23 15:56:58.828318,137245.76691907048
2025-05-23 16:56:58.828318,137799.52372823854
2025-05-23 17:56:58.828318,138356.29321381683
2025-05-23 18:56:58.828318,138778.80456825744
2025-05-23 19:56:58.828318,139341.25531757175
2025-05-23 20:56:58.828318,140561.934566569
2025-05-23 21:56:58.828318,141117.07006781505
2025-05-23 22:56:58.828318,141885.61515494648
2025-05-23 23:56:58.828318,142469.2953297215
2025-05-24 00:56:58.828318,143193.33430182582
2025-05-24 01:56:58.828318,143724.34136041856
2025-05-24 02:56:58.828318,144270.41232268146
2025-05-24 03:56:58.828318,144522.20923258553
2025-05-24 04:56:58.828318,145119.20048810256
2025-05-24 05:56:58.828318,145526.77524099834
2025-05-24 06:56:58.828318,146086.33071391183
2025-05-24 07:56:58.828318,146407.32485190523
2025-05-24 08:56:58.828318,146454.55360580684
2025-05-24 09:56:58.828318,146339.4476753628
2025-05-24 10:56:58.828318,146380.52846654234
