timestamp,price_usd
2025-04-20 16:45:45.796848,85108
2025-04-20 16:47:45.939260,85130
2025-04-20 16:49:46.058583,85165
2025-04-20 16:51:46.267898,85166
2025-04-20 16:52:46.332519,85142
2025-04-20 16:53:46.401492,85136
2025-04-20 16:54:46.471170,85135
2025-04-20 16:56:46.615703,85110
2025-04-20 16:58:46.740608,85104
2025-04-20 17:00:46.898069,85071
2025-04-20 17:03:47.146064,85083
2025-04-20 17:05:47.322661,85086
2025-04-20 17:07:47.472942,85068
2025-04-20 17:09:47.601494,85063
2025-04-20 17:11:47.776300,85028
2025-04-20 17:13:47.914877,85006
2025-04-20 17:15:48.083002,84999
2025-04-20 17:17:48.217840,84985
2025-04-20 17:44:05.872857,85079
2025-04-20 17:46:06.006952,85078
2025-04-20 17:48:06.140981,85094
2025-04-20 17:50:06.282946,85100
2025-04-20 17:52:06.425017,85084
2025-04-20 17:54:06.560874,85093
2025-04-20 17:56:06.701177,85066
2025-04-20 17:58:06.825087,85055
2025-04-20 18:00:06.977343,85026
2025-04-20 18:02:07.111234,85007
2025-04-20 18:04:07.235256,84973
2025-04-20 18:05:07.311752,84942
2025-04-20 18:06:07.406500,84929
2025-04-20 18:07:07.473431,84919
2025-04-20 18:08:07.553370,84908
2025-04-20 18:09:07.614237,84885
2025-04-20 18:10:07.688318,84875
2025-04-20 18:11:07.758668,84867
2025-04-20 18:12:07.833435,84864
2025-04-20 18:13:07.933895,84853
2025-04-20 18:14:08.000305,84865
