timestamp,price_usd
2025-04-20 18:18:34.505197,84871
2025-04-20 18:18:44.583412,84863
2025-04-20 18:18:54.659599,84863
2025-04-20 18:19:04.733740,84863
2025-04-20 18:19:14.813334,84863
2025-04-20 18:20:39.903969,84850
2025-04-20 18:20:50.093960,84852
2025-04-20 18:21:00.209848,84852
2025-04-20 18:21:10.320043,84852
2025-04-20 18:21:20.421545,84852
2025-04-20 18:21:30.508020,84852
2025-04-20 18:21:40.612033,84852
2025-04-20 18:22:51.233285,84822
2025-04-20 18:23:01.339144,84822
2025-04-20 18:23:11.433626,84822
2025-04-20 18:23:21.551368,84822
2025-04-20 18:23:31.652422,84822
2025-04-20 18:23:41.753034,84822
2025-04-20 18:24:52.377261,84777
2025-04-20 18:25:02.463799,84777
2025-04-20 18:25:12.559176,84777
2025-04-20 18:25:22.652129,84777
2025-04-20 18:25:32.763330,84777
2025-04-20 18:25:42.866355,84777
2025-04-20 18:26:53.517110,84746
2025-04-20 18:27:03.627975,84746
2025-04-20 18:27:13.768938,84746
2025-04-20 18:27:23.878741,84746
2025-04-20 18:27:34.002203,84746
2025-04-20 18:27:44.112794,84746
2025-04-20 18:28:54.735186,84745
2025-04-20 18:29:04.830164,84749
2025-04-20 18:29:14.951393,84749
2025-04-20 18:29:25.063979,84749
2025-04-20 18:29:35.185069,84749
2025-04-20 18:29:45.300549,84749
2025-04-20 18:30:56.041131,84749
2025-04-20 18:31:06.156213,84746
2025-04-20 18:31:16.256566,84746
2025-04-20 18:31:26.345578,84746
2025-04-20 18:31:36.454881,84746
2025-04-20 18:31:46.559132,84746
2025-04-20 18:32:57.252145,84739
2025-04-20 18:33:07.356534,84737
2025-04-20 18:33:17.454916,84737
2025-04-20 18:33:27.548862,84737
2025-04-20 18:33:37.645355,84737
2025-04-20 18:33:47.760023,84737
2025-04-20 18:34:58.400640,84736
2025-04-20 18:35:08.492074,84738
2025-04-20 18:35:18.613143,84738
2025-04-20 18:35:28.737727,84738
2025-04-20 18:35:38.871309,84738
2025-04-20 18:35:48.970763,84738
2025-04-20 18:36:59.590139,84744
2025-04-20 18:37:09.689964,84751
2025-04-20 18:37:19.787866,84751
2025-04-20 18:37:29.877253,84751
2025-04-20 18:37:39.977098,84751
2025-04-20 18:37:50.066251,84751
2025-04-20 18:38:00.167121,84751
2025-04-20 18:39:10.768220,84762
2025-04-20 18:39:20.875009,84762
2025-04-20 18:39:31.016601,84762
2025-04-20 18:39:41.128389,84762
2025-04-20 18:39:51.226306,84762
2025-04-20 18:40:01.351707,84762
2025-04-20 18:41:12.018780,84769
2025-04-20 18:41:22.133078,84769
2025-04-20 18:41:32.285211,84769
2025-04-20 18:41:42.385091,84769
