timestamp,price_usd
2025-04-20 19:46:10.899237,85054
2025-04-20 19:46:20.979793,85054
2025-04-20 19:46:31.047896,85064
2025-04-20 19:46:41.122360,85064
2025-04-20 19:46:51.192960,85064
2025-04-20 19:47:01.260942,85064
2025-04-20 19:48:11.664848,85082
2025-04-20 19:48:21.745189,85082
2025-04-20 19:48:31.824225,85082
2025-04-20 19:48:41.894908,85082
2025-04-20 19:48:51.969706,85082
2025-04-20 19:49:02.033146,85082
2025-04-20 19:49:12.113065,85082
2025-04-20 19:50:22.554286,85083
2025-04-20 19:50:32.637343,85072
2025-04-20 19:50:42.711108,85072
2025-04-20 19:50:52.772762,85072
2025-04-20 19:51:02.849150,85072
2025-04-20 19:51:12.908688,85072
2025-04-20 19:51:22.897686,85072
2025-04-20 19:51:32.977680,85073
2025-04-20 19:52:43.395780,85073
2025-04-20 19:52:53.467706,85073
2025-04-20 19:53:03.546546,85073
2025-04-20 19:53:13.618347,85073
2025-04-20 19:53:23.707406,85073
2025-04-20 19:53:33.800037,85073
2025-04-20 19:53:43.869604,85069
2025-04-20 19:54:54.334593,85067
2025-04-20 19:55:04.405707,85067
2025-04-20 19:55:14.491418,85067
2025-04-20 19:55:24.561645,85067
2025-04-20 19:55:34.649164,85067
2025-04-20 19:55:44.725435,85071
2025-04-20 19:56:55.193513,85073
2025-04-20 19:57:05.273693,85073
2025-04-20 19:57:15.351308,85073
2025-04-20 19:57:25.426228,85073
2025-04-20 19:57:35.506860,85073
2025-04-20 19:57:45.594950,85093
2025-04-20 19:58:56.059211,85094
2025-04-20 19:59:06.120730,85094
2025-04-20 19:59:16.185235,85094
2025-04-20 19:59:26.275399,85094
2025-04-20 19:59:36.338773,85094
2025-04-20 19:59:46.425187,85107
2025-04-20 20:00:56.865545,85128
2025-04-20 20:01:06.938439,85128
2025-04-20 20:01:16.996979,85128
2025-04-20 20:01:27.080556,85128
2025-04-20 20:01:37.153575,85128
2025-04-20 20:01:47.219893,85138
2025-04-20 20:02:57.673095,85143
2025-04-20 20:03:07.755774,85143
2025-04-20 20:03:17.827400,85143
2025-04-20 20:03:27.902903,85143
2025-04-20 20:03:37.980730,85143
2025-04-20 20:03:48.055505,85149
2025-04-20 20:04:58.590416,85152
2025-04-20 20:05:08.673511,85152
2025-04-20 20:05:18.774989,85152
2025-04-20 20:05:28.851245,85152
2025-04-20 20:05:38.956689,85152
2025-04-20 20:05:49.034219,85147
2025-04-20 20:06:59.486402,85159
2025-04-20 20:07:09.562626,85159
2025-04-20 20:07:19.636953,85159
2025-04-20 20:07:29.710788,85159
2025-04-20 20:07:39.783765,85159
2025-04-20 20:07:49.886872,85186
2025-04-20 20:07:59.962081,85186
2025-04-20 20:09:10.462160,85197
2025-04-20 20:09:20.540961,85197
2025-04-20 20:09:30.610042,85197
2025-04-20 20:09:40.690065,85197
2025-04-20 20:09:50.787723,85197
2025-04-20 20:10:00.856755,85201
2025-04-20 20:11:11.323256,85209
2025-04-20 20:11:21.408034,85209
2025-04-20 20:11:31.479825,85209
2025-04-20 20:11:41.545157,85209
2025-04-20 20:11:51.610268,85209
2025-04-20 20:12:01.675339,85220
2025-04-20 20:13:12.683011,85244
2025-04-20 20:13:22.767707,85244
2025-04-20 20:13:32.836456,85244
2025-04-20 20:13:42.954488,85244
2025-04-20 20:13:53.065168,85244
2025-04-20 20:14:03.140163,85271
2025-04-20 20:14:13.211137,85271
2025-04-20 20:15:23.684411,85279
2025-04-20 20:15:33.767417,85279
2025-04-20 20:15:43.885382,85279
2025-04-20 20:15:53.978528,85279
2025-04-20 20:16:04.074808,85283
2025-04-20 20:16:14.148522,85283
2025-04-20 20:16:24.221698,85283
2025-04-20 20:16:34.321168,85283
2025-04-20 20:17:44.770598,85304
2025-04-20 20:17:54.852356,85304
2025-04-20 20:18:04.940452,85317
2025-04-20 20:18:15.010180,85317
2025-04-20 20:18:25.077048,85317
2025-04-20 20:18:35.148775,85317
2025-04-20 20:18:45.223990,85317
2025-04-20 20:19:55.757477,85331
2025-04-20 20:20:05.837393,85360
2025-04-20 20:20:15.912302,85360
2025-04-20 20:20:25.998297,85360
2025-04-20 20:20:36.086549,85360
2025-04-20 20:20:46.165806,85360
2025-04-20 20:21:56.739951,85380
2025-04-20 20:22:06.850626,85380
2025-04-20 20:22:16.928766,85394
2025-04-20 20:22:27.019283,85394
2025-04-20 20:22:37.082838,85394
2025-04-20 20:22:47.177919,85394
2025-04-20 20:23:57.630750,85405
2025-04-20 20:24:07.713762,85405
2025-04-20 20:24:17.786116,85408
2025-04-20 20:24:27.862583,85408
2025-04-20 20:24:37.937230,85408
2025-04-20 20:24:48.027645,85408
2025-04-20 20:25:58.522436,85423
2025-04-20 20:26:08.596691,85423
2025-04-20 20:26:18.713567,85437
2025-04-20 20:26:28.797897,85437
2025-04-20 20:26:38.868044,85437
2025-04-20 20:26:48.942795,85437
2025-04-20 20:27:59.376962,85477
2025-04-20 20:28:09.453919,85477
2025-04-20 20:28:19.573302,85551
2025-04-20 20:28:29.647216,85551
2025-04-20 20:28:39.724804,85551
2025-04-20 20:28:49.792168,85551
2025-04-20 20:28:59.864447,85551
2025-04-20 20:30:10.344416,85660
2025-04-20 20:30:20.423373,85754
2025-04-20 20:30:30.514636,85754
2025-04-20 20:30:40.588526,85754
2025-04-20 20:30:50.663229,85754
2025-04-20 20:31:00.758643,85754
2025-04-20 20:32:11.222107,85915
2025-04-20 20:32:21.292181,86041
2025-04-20 20:32:31.371832,86041
2025-04-20 20:32:41.459107,86041
2025-04-20 20:32:51.542659,86041
2025-04-20 20:33:01.611800,86041
2025-04-20 20:34:12.111604,86121
2025-04-20 20:34:22.192602,86349
2025-04-20 20:34:32.259624,86349
2025-04-20 20:34:42.333749,86349
2025-04-20 20:34:52.424201,86349
2025-04-20 20:35:02.536073,86349
2025-04-20 20:35:12.624392,86349
2025-04-20 20:36:23.085888,86408
2025-04-20 20:36:33.161588,86464
2025-04-20 20:36:43.239698,86464
2025-04-20 20:36:53.322092,86464
2025-04-20 20:37:03.438668,86464
2025-04-20 20:37:13.512526,86464
2025-04-20 20:37:23.586100,86464
2025-04-20 20:37:33.658504,86520
