timestamp,open,high,low,close,volume
2025-05-14 01:14:40,104025.1,104050.5,103821.8,103882.6,18.11528944
2025-05-14 01:29:36,103892.1,104070.5,103874.1,104017.1,23.25258335
2025-05-14 01:44:32,104009.5,104073.8,103687.8,103737.8,37.67233343
2025-05-14 01:59:28,103737.8,103788.8,103496.1,103715.2,34.97193054
2025-05-14 02:14:24,103715.2,103749.5,103588.4,103602.5,10.31066681
2025-05-14 02:29:20,103602.5,103751.4,103565.2,103751.4,9.06520628
2025-05-14 02:44:16,103751.3,103751.4,103611.6,103711.6,13.11479951
2025-05-14 02:59:12,103711.6,103778.3,103525.2,103648.3,10.83989225
2025-05-14 03:14:08,103648.3,103649.4,103513.6,103531.0,9.80476839
2025-05-14 03:29:04,103531.0,103610.5,103452.0,103610.4,8.74066232
2025-05-14 03:44:00,103610.5,103610.5,103546.5,103578.0,2.90840848
2025-05-14 03:58:56,103577.9,103578.0,103465.8,103549.0,6.68327632
2025-05-14 04:16:00,103552.5,103692.7,103482.7,103675.4,5.09906777
2025-05-14 04:30:56,103675.4,103848.7,103616.8,103804.9,9.98514961
2025-05-14 04:45:52,103804.8,103849.1,103712.1,103745.8,8.33104252
2025-05-14 05:00:48,103745.7,103897.8,103711.9,103758.7,14.46237073
2025-05-14 05:15:44,103758.7,103847.1,103750.3,103751.5,3.56239332
2025-05-14 05:30:40,103751.5,103851.3,103698.6,103837.8,3.75944398
2025-05-14 05:45:36,103837.7,103986.3,103821.6,103899.1,12.15850155
2025-05-14 06:00:32,103899.2,103963.3,103798.6,103857.0,7.63859018
2025-05-14 06:15:28,103857.0,103898.9,103712.2,103771.8,9.11840822
2025-05-14 06:30:24,103771.8,103785.1,103682.8,103719.3,6.41770273
2025-05-14 06:45:20,103719.4,103806.8,103658.4,103761.9,6.91625745
2025-05-14 07:00:16,103761.9,103762.0,103634.3,103634.3,7.8097904
2025-05-14 07:15:12,103634.3,103634.3,103396.9,103488.9,14.84065656
2025-05-14 07:30:08,103488.9,103650.7,103415.6,103650.6,11.24168597
2025-05-14 07:45:04,103650.6,103807.6,103634.5,103708.0,8.78666727
2025-05-14 08:00:00,103708.0,103885.7,103465.9,103575.6,25.6193652
2025-05-14 08:14:56,103575.5,103719.5,103503.5,103641.3,7.63721969
2025-05-14 08:29:52,103641.4,103713.5,103500.0,103713.4,11.35133273
2025-05-14 08:44:48,103713.3,103741.5,103200.0,103205.7,78.79747994
