timestamp,price
2025-05-16T18:37:41.785580,103999
2025-05-17T22:45:50Z,103054
2025-05-17T22:45:55Z,103054
2025-05-17T22:46:00Z,103054
2025-05-17T22:46:05Z,103054
2025-05-17T22:46:10Z,103054
2025-05-17T22:46:40Z,103054
2025-05-17T22:46:51Z,103054
2025-05-17T22:47:01Z,103054
2025-05-17T22:48:12Z,103057
2025-05-17T22:48:22Z,103057
2025-05-17T22:48:32Z,103057
2025-05-17T22:54:01Z,103057
2025-05-17T22:54:21Z,103056
2025-05-17T22:54:31Z,103056
2025-05-17T22:54:41Z,103056
2025-05-17T22:54:51Z,103056
2025-05-17T22:55:01Z,103056
2025-05-17T22:56:12Z,103049
