timestamp,price
2025-04-18 03:09:09.142000,84877.16175933217
2025-04-18 04:04:45.550000,84819.48188695368
2025-04-18 05:04:45.687000,84693.92576511695
2025-04-18 06:04:56.822000,84680.34688547385
2025-04-18 07:09:09.932000,84719.19044705047
2025-04-18 08:04:34.493000,84641.30564762019
2025-04-18 09:06:39.364000,84627.54918136004
2025-04-18 10:04:50.059000,84546.0386285242
2025-04-18 11:09:30.139000,84498.7745773988
2025-04-18 12:04:45.084000,84593.66315889767
2025-04-18 13:07:32.287000,84618.69491163455
2025-04-18 14:04:59.488000,84543.30063719767
2025-04-18 15:03:49.491000,84541.69566568747
2025-04-18 16:06:10.557000,84382.34027186113
2025-04-18 17:07:26.835000,84455.82994619277
2025-04-18 18:04:51.703000,84543.02354629472
2025-04-18 19:03:48.592000,84599.59333023877
2025-04-18 20:07:34.135000,84535.96965601825
2025-04-18 21:04:55.138000,84495.66839467015
2025-04-18 22:04:56.604000,84589.93551188768
2025-04-18 23:04:09.563000,84507.5553544359
2025-04-19 00:04:50.927000,84447.77718147618
2025-04-19 01:04:52.944000,84430.13416891031
2025-04-19 02:04:53.988000,84537.56876723397
2025-04-19 03:04:39.291000,84750.96113857607
2025-04-19 04:04:54.282000,84873.33303095314
2025-04-19 05:04:56.887000,85039.73101895596
2025-04-19 06:06:55.197000,85065.22675131068
2025-04-19 07:09:28.012000,84928.93649119227
2025-04-19 08:04:38.713000,85188.51899516837
2025-04-19 09:04:47.420000,85315.77967080926
2025-04-19 10:04:57.504000,85348.12052038811
2025-04-19 11:04:51.582000,85222.96773135632
2025-04-19 12:04:38.460000,85196.3572478893
2025-04-19 13:00:52.596000,85277.07094440877
2025-04-19 14:04:39.991000,85450.83762577904
2025-04-19 15:09:26.840000,85405.39779525725
2025-04-19 16:04:54.075000,85216.9255110766
2025-04-19 17:04:48.535000,84884.07476220753
2025-04-19 18:04:47.543000,85152.68414164294
2025-04-19 19:04:57.549000,85145.76108784041
2025-04-19 20:01:54.415000,85081.67948116116
2025-04-19 21:04:53.819000,85202.13526291905
2025-04-19 22:04:51.622000,85317.39798374778
2025-04-19 23:04:56.247000,85246.71284128349
2025-04-20 00:04:53.780000,85089.15978095334
2025-04-20 01:04:39.515000,85136.60177429907
2025-04-20 02:04:32.423000,85279.66518510957
2025-04-20 03:04:45.251000,85234.9939190133
2025-04-20 04:04:13.788000,85143.828498931
2025-04-20 05:01:40.936000,85195.6725951446
2025-04-20 06:01:18.578000,85100.82279248716
2025-04-20 07:04:37.355000,84950.9007313259
2025-04-20 08:04:51.704000,84777.37613360975
2025-04-20 09:04:14.804000,84631.43686608228
2025-04-20 10:04:43.986000,84530.86583852716
2025-04-20 11:04:51.487000,84160.54490886752
2025-04-20 12:04:46.210000,84093.83367559967
2025-04-20 13:04:47.251000,84347.36438378347
2025-04-20 14:04:30.800000,84327.78944172559
2025-04-20 15:04:40.110000,84612.56642329428
2025-04-20 16:04:44.724000,84357.12486748009
2025-04-20 17:04:34.686000,84598.16864692859
2025-04-20 18:04:48.198000,84563.85942887008
2025-04-20 19:04:44.699000,84561.23870595935
2025-04-20 20:04:45.731000,84633.09631104583
2025-04-20 21:04:41.938000,85074.9301477244
2025-04-20 22:04:19.496000,85006.65839359477
2025-04-20 23:04:46.701000,84832.44738276633
2025-04-21 00:04:43.007000,85140.01930346077
2025-04-21 01:04:51.516000,86714.02766242875
2025-04-21 02:04:54.376000,87278.3464593321
2025-04-21 03:00:49.371000,87325.35908063866
2025-04-21 04:04:42.687000,87228.60184957321
2025-04-21 05:03:43.715000,87323.94026251098
2025-04-21 06:01:03.805000,87542.22595116406
2025-04-21 07:03:21.837000,87506.67640355151
2025-04-21 08:04:39.700000,87446.14418253464
2025-04-21 09:09:32.608000,87636.20600701202
2025-04-21 10:04:26.878000,87491.96387120764
2025-04-21 11:04:03.285000,87345.61297579524
2025-04-21 12:03:35.731000,86951.23393622616
2025-04-21 13:09:29.945000,87029.4162966705
2025-04-21 14:04:28.438000,87170.64212179757
2025-04-21 15:04:55.430000,88183.22734480911
2025-04-21 16:04:54.922000,88053.972667927
2025-04-21 17:04:45.909000,87263.62426688836
2025-04-21 18:01:23.676000,86906.81060010106
2025-04-21 19:09:38.984000,86872.88362183892
2025-04-21 20:09:30.503000,87267.08133220796
2025-04-21 21:04:42.002000,87240.99623910723
2025-04-21 22:09:27.086000,87133.19844863031
2025-04-21 23:03:19.294000,87118.9841439109
2025-04-22 00:09:28.505000,87530.85023993472
2025-04-22 01:05:04.323000,87561.47787989446
2025-04-22 02:01:12.250000,88427.93464457903
2025-04-22 03:04:35.682000,88134.56104399524
2025-04-22 04:09:24.542000,88206.8971608964
2025-04-22 05:04:50.874000,88097.16160628853
2025-04-22 06:00:15.774000,88353.8950523597
2025-04-22 07:05:34.804000,88198.71827387622
2025-04-22 08:04:36.748000,88439.4111997744
2025-04-22 09:09:23.190000,88443.79494014631
2025-04-22 10:04:52.792000,88523.46935894903
2025-04-22 11:05:39.540000,88555.86571149474
2025-04-22 12:00:34.600000,88615.97002846011
2025-04-22 13:04:40.292000,88978.81535347943
2025-04-22 14:04:38.991000,90194.6121299601
2025-04-22 15:04:52.197000,90772.12442241651
2025-04-22 16:09:38.900000,90907.45862548237
2025-04-22 17:05:40.803000,90772.46208096718
2025-04-22 18:09:08.855000,91486.13734433235
2025-04-22 19:04:49.028000,91502.62798566568
2025-04-22 20:09:47.284000,91443.57232155654
2025-04-22 21:00:38.567000,91181.31706325726
2025-04-22 22:04:55.837000,92780.03301369656
2025-04-22 23:09:36.120000,92890.82073039186
2025-04-23 00:04:39.568000,93518.26130183092
2025-04-23 01:05:14.054000,92980.77660341188
2025-04-23 02:08:21.982000,92765.40196195076
2025-04-23 03:09:19.281000,92861.56559827678
2025-04-23 04:09:17.111000,93191.46336099145
2025-04-23 05:04:47.950000,93539.16589703152
2025-04-23 06:01:08.330000,93533.65711519695
2025-04-23 07:04:38.108000,93680.6348780186
2025-04-23 08:09:29.580000,93966.3329099382
2025-04-23 09:04:04.276000,94294.96451438824
2025-04-23 10:06:57.683000,93845.59854642388
2025-04-23 11:08:12.769000,93715.60255843068
2025-04-23 12:04:45.244000,93491.06534555122
2025-04-23 13:04:53.536000,93772.95768584045
2025-04-23 14:04:59.472000,93257.5117747974
2025-04-23 15:00:30.700000,93028.64308888822
2025-04-23 16:04:26.279000,93025.32634165006
2025-04-23 17:04:59.304000,93660.67063956452
2025-04-23 18:04:55.546000,93871.60137754976
2025-04-23 19:04:44.865000,93702.96947748295
2025-04-23 20:04:33.892000,93534.41629158678
2025-04-23 21:04:42.310000,93720.32472543612
2025-04-23 22:05:59.898000,93457.78218613163
2025-04-23 23:06:23.353000,93775.7994941956
2025-04-24 00:05:09.302000,93692.84058767844
2025-04-24 01:05:33.201000,93433.21370990732
2025-04-24 02:04:52.135000,93559.06623076716
2025-04-24 03:09:34.846000,93177.55820369316
2025-04-24 04:06:27.582000,92791.86738499445
2025-04-24 05:22:45.076000,92830.13674508072
2025-04-24 06:24:09.724000,92422.33360998418
2025-04-24 07:14:50.774000,92481.314870863
2025-04-24 08:00:46.344000,92215.58688600671
2025-04-24 09:04:47.074000,91979.55746381238
2025-04-24 10:04:52.429000,92439.36671109166
2025-04-24 11:04:44.572000,92612.10443532834
2025-04-24 12:04:51.441000,92619.17159627967
