timestamp,price,volatility
2025-04-09 20:04:16,82600,
2025-04-09 20:06:26,82584,
2025-04-09 20:08:22,82599,
2025-04-09 20:13:22,82574,
2025-04-09 20:18:22,82541,
2025-04-09 20:22:10,82473,
2025-04-09 20:22:35,82473,
2025-04-09 20:22:59,82467,
2025-04-09 20:23:05,82467,
2025-04-09 20:23:11,82467,
2025-04-09 20:23:11,82467,
2025-04-09 20:48:34,82205,
2025-04-09 20:48:34,82205,0.003170999899914418
2025-04-09 20:48:34,82205,0.0031905687270669114
2025-04-09 20:48:34,82205,0.003160514977775707
2025-04-09 20:48:34,82205,0.003184921276959287
2025-04-09 20:51:34,82159,0.0031903881752651775
2025-04-09 20:53:08,82157,0.003170904829080855
2025-04-19 20:39:15,85177,0.03658439114683842
2025-04-19 20:44:23,85141,0.036614868169041054
2025-04-19 20:49:23,85116,0.036639305163668874
2025-04-19 20:54:24,85122,0.03663384284503695
2025-04-19 20:59:24,85160,0.03660145153326874
2025-04-19 21:45:15,85257,0.03609840158932803
2025-04-19 21:50:15,85249,0.036107137315320774
2025-04-19 21:58:55,85262,0.03609349745897266
2025-04-19 23:18:58,85196,0.036172933527310464
2025-04-20 03:04:23,84921,0.03660521815323582
2025-04-20 03:17:31,84838,0.03664830942218215
2025-04-20 03:23:50,84780,0.03670717134449947
2025-04-20 03:29:58,84785,0.0036932978324914385
2025-04-20 03:37:08,84718,0.003715709571918432
2025-04-20 16:18:58,84875,0.004356182190863804
2025-04-20 16:23:58,84970,0.00455813309688511
2025-04-20 16:28:58,85050,0.0046544497285876145
2025-04-20 16:33:58,85080,0.004488328124768019
2025-04-20 16:38:59,85057,0.0044883951743498116
2025-04-20 16:43:59,85105,0.004541025568509398
2025-04-20 16:48:59,85165,0.00456128751590709
2025-04-20 16:53:59,85136,0.002993271684546845
2025-04-20 16:58:59,85104,0.0027858680896185152
2025-04-20 17:05:00,85092,0.0026337699914293832
2025-04-20 17:11:04,85044,0.002767889279774065
2025-04-20 17:16:05,84999,0.0026709431400198493
2025-04-20 17:21:05,85009,0.00204450062947818
2025-04-20 17:26:05,84990,0.0017579863282490011
2025-04-20 17:31:05,84996,0.0014485173569033023
2025-04-20 17:36:05,85018,0.00142265425389785
2025-04-20 17:41:06,85090,0.0016614980260212962
2025-04-20 17:46:06,85078,0.0015619155932060484
2025-04-20 17:51:06,85085,0.0013542454905009728
2025-04-20 17:56:06,85066,0.0013344065343577475
2025-04-20 18:01:44,85007,0.00144737117024613
2025-04-20 18:06:44,84919,0.0017277680680720393
2025-04-20 18:11:44,84864,0.001750482574691145
2025-04-20 18:16:45,84883,0.001746948330199507
2025-04-20 18:21:45,84851,0.0017454934440949684
2025-04-20 18:26:45,84759,0.001979225343376752
2025-04-20 18:31:45,84746,0.001955035878384997
2025-04-20 18:36:45,84744,0.001895048348980073
2025-04-20 18:41:45,84769,0.0015978114544458258
2025-04-20 18:46:46,84780,0.0016519964068033301
2025-04-20 18:51:46,84778,0.0016290358466507673
2025-04-20 18:56:46,84804,0.0017391634827078474
2025-04-20 19:01:46,84832,0.0017599421517563796
2025-04-20 19:06:46,84934,0.001971188408317262
2025-04-20 19:11:47,85007,0.001994492714461917
2025-04-20 19:16:47,85026,0.0019944755404091028
2025-04-20 19:21:47,85145,0.0022642121602021574
2025-04-20 19:26:47,85147,0.0017420373821455794
2025-04-20 19:31:47,85112,0.0018442958947593915
2025-04-20 19:36:48,85071,0.001998511238844939
2025-04-20 19:41:48,85026,0.0021725205548941856
2025-04-20 19:46:48,85064,0.002176149596754311
2025-04-20 19:51:48,85073,0.0021603321373811993
2025-04-20 19:56:49,85073,0.002179352168939693
2025-04-20 20:01:49,85138,0.002236124794609784
2025-04-20 20:06:49,85159,0.002008399650121549
2025-04-20 20:11:49,85209,0.001930934402743959
2025-04-20 20:16:49,85283,0.0020445402929868983
2025-04-20 20:21:50,85380,0.0018956179743143274
2025-04-20 20:26:50,85437,0.0019282872348633858
2025-04-20 20:31:50,85915,0.005524983497909627
2025-04-20 20:36:50,86464,0.007652990294764183
2025-04-20 20:41:50,86334,0.00797037988110861
2025-04-20 20:46:50,86570,0.0080391424524209
2025-04-20 20:51:51,86798,0.007970467261994553
2025-04-20 20:56:51,86736,0.008163756990389856
2025-04-20 21:01:51,86667,0.008483510436864721
2025-04-20 21:06:51,86791,0.008377195959112295
2025-04-20 21:11:51,86939,0.008306644089486495
2025-04-20 21:16:51,86881,0.008605871273266074
2025-04-20 21:21:52,86907,0.008689774716829394
2025-04-20 21:26:52,86922,0.008753929576533596
2025-04-20 21:31:52,87038,0.007501841345512661
2025-04-20 21:36:52,87066,0.004804571660397771
2025-04-20 21:41:52,87182,0.004270719317677623
2025-04-20 21:46:53,87199,0.003751233981715845
2025-04-20 21:51:53,87300,0.0031189355306011006
2025-04-20 21:56:53,87306,0.0028807697332043185
2025-04-20 22:01:53,87264,0.002734366225029019
2025-04-20 22:06:53,87256,0.0026352355041969677
2025-04-20 22:11:53,87265,0.002260844466317893
2025-04-20 22:16:54,87239,0.002111557431824974
2025-04-20 22:21:54,87300,0.002140229541023157
2025-04-20 22:26:54,87435,0.002419812024066491
2025-04-20 22:31:54,87392,0.0024144130243697586
2025-04-20 22:36:54,87369,0.002488500734921107
2025-04-20 22:41:54,87285,0.0024977165269778885
2025-04-20 22:46:55,87219,0.0026350101425156704
2025-04-20 22:51:55,87232,0.0023356440461526533
2025-04-20 22:56:55,87287,0.0024360568714256467
2025-04-20 23:01:55,87320,0.0024092627350772405
2025-04-20 23:06:56,87433,0.002698892782150787
2025-04-20 23:11:56,87446,0.002698066950365912
2025-04-20 23:16:56,87440,0.0026639518613719355
2025-04-20 23:21:56,87405,0.0026624477417868876
2025-04-20 23:26:56,87466,0.002266017808464079
2025-04-20 23:31:57,87399,0.0023499588970679166
2025-04-20 23:36:57,87362,0.002375357304698395
2025-04-20 23:41:57,87329,0.0021831545616341095
2025-04-20 23:46:57,87300,0.0020511111067537686
2025-04-20 23:51:57,87288,0.0020601778070721806
2025-04-20 23:56:58,87260,0.0019879541815421625
2025-04-21 00:01:58,87230,0.001958854192837147
2025-04-21 00:06:58,87276,0.0014556057208428806
2025-04-21 00:11:59,87288,0.0014531440096621816
2025-04-21 00:16:59,87255,0.0014669667430543655
2025-04-21 00:21:59,87214,0.001480154098698463
2025-04-21 00:26:59,87192,0.001126695399467071
2025-04-21 00:32:00,87136,0.0010716220450976786
2025-04-21 00:37:00,87144,0.001104610211431262
2025-04-21 00:42:01,87179,0.001240634119095659
2025-04-21 00:47:01,87228,0.0014035863748998805
2025-04-21 00:52:01,87291,0.0016061969793826063
2025-04-21 00:57:01,87290,0.001567510531475749
2025-04-21 01:02:01,87315,0.0015303801883742823
2025-04-21 01:07:01,87366,0.001549347669915124
2025-04-21 01:12:02,87399,0.0015764494885738014
2025-04-21 01:17:02,87375,0.0015448657242512316
2025-04-21 01:22:02,87408,0.001422698604877996
2025-04-21 01:27:02,87417,0.0013458135236328287
2025-04-21 01:32:02,87426,0.0009862493890996778
2025-04-21 01:37:03,87429,0.0009996043404991112
2025-04-21 01:42:03,87429,0.00102324548131889
2025-04-21 01:47:03,87448,0.0009605858683914795
2025-04-21 01:52:03,87530,0.0010998118281158253
2025-04-21 01:57:03,87555,0.0010689834338932858
2025-04-21 02:02:03,87541,0.0011441230597390582
2025-04-21 02:07:03,87568,0.0010786109052577863
2025-04-21 02:12:04,87520,0.0012832127178498088
2025-04-21 02:17:04,87508,0.0012444076319241579
2025-04-21 02:22:04,87522,0.0012152352649126938
2025-04-21 02:27:04,87507,0.0012471789314094806
2025-04-21 02:32:05,87517,0.0012474005853771405
2025-04-21 02:37:05,87479,0.0013524638900998403
2025-04-21 02:42:05,87417,0.0015509770163639092
2025-04-21 02:47:05,87406,0.001533632285988887
2025-04-21 02:52:05,87457,0.0013124759407381894
2025-04-21 02:57:05,87507,0.0014233533368961545
2025-04-21 03:02:06,87501,0.0014182792460698092
2025-04-21 03:07:06,87544,0.0014775834062255762
2025-04-21 03:12:06,87559,0.001369709134622924
2025-04-21 03:17:06,87514,0.001470204718309165
2025-04-21 03:22:06,87490,0.0014845614346284221
2025-04-21 03:27:07,87462,0.001507232033144713
2025-04-21 03:32:07,87423,0.0015471179504246097
2025-04-21 03:37:07,87464,0.001590584569285251
2025-04-21 03:42:08,87499,0.0014418624631398246
2025-04-21 03:47:08,87516,0.0014279277946719982
2025-04-21 03:52:08,87521,0.0013290994472255502
2025-04-21 03:57:08,87477,0.0013129973183910206
2025-04-21 04:02:08,87450,0.0013426016711282178
2025-04-21 04:07:08,87466,0.0012387244846534062
