timestamp,price_usd
2025-05-08T00:28:50.831841,97038
2025-05-08T00:40:39.115282,97006
2025-05-08T00:40:39.170506,97006
2025-05-08T01:13:08.251386,97967
2025-05-08T01:13:46.838741,97967
2025-05-08T03:27:09.487875,98712
2025-05-08T03:31:56.470817,98713
2025-05-08T03:59:30.952488,98959
2025-05-08T04:37:37.028789,99194
2025-05-08T04:37:53.027489,99193
2025-05-08T14:57:55.797554,99903
2025-05-08T14:59:35.612469,99855
2025-05-08T15:00:02.680738,99855
2025-05-08T15:10:23.941958,99425
2025-05-08T15:15:04.909097,99712
